i,j,f_learnt
0,954,"[7.01926990954502, -234.5312573333684, -7.019269909545024, 234.5312573333684]"
0,955,"[7.018040626917757, -234.49018394483863, -7.018040626917761, 234.49018394483863]"
0,956,"[7.007398267188985, -234.1345962497724, -7.0073982671889885, 234.1345962497724]"
0,957,"[7.079181116980309, -236.53303971091333, -7.079181116980314, 236.53303971091333]"
0,958,"[6.921816409825778, -231.2750936418126, -6.921816409825783, 231.2750936418126]"
0,959,"[6.9138857189469105, -231.010109544134, -6.913885718946914, 231.010109544134]"
0,960,"[4.459323035335466, -231.3840714696022, -4.459323035335459, 231.3840714696022]"
0,961,"[4.467321120623752, -231.7990738193536, -4.467321120623746, 231.7990738193536]"
0,962,"[4.471984548442928, -232.04104842116095, -4.471984548442922, 232.04104842116095]"
0,963,"[17.412151223595732, -232.94236828305185, -17.412151223595753, 232.94236828305185]"
0,964,"[17.336489587791828, -231.9301555813584, -17.336489587791853, 231.9301555813584]"
0,965,"[17.358538680917977, -232.22513165326035, -17.358538680918002, 232.22513165326035]"
0,966,"[7.211836620685661, -233.3940643869339, -7.211836620685661, 233.3940643869339]"
0,967,"[7.2182688708579255, -233.60222897659648, -7.2182688708579255, 233.60222897659648]"
0,968,"[7.226636149647681, -233.87301619867497, -7.226636149647681, 233.87301619867497]"
0,969,"[17.420658644295976, -233.05618183201815, -17.420658644295997, 233.05618183201815]"
0,970,"[17.30580621950412, -231.51966888249757, -17.305806219504145, 231.51966888249757]"
0,971,"[17.32413387035963, -231.76485894204416, -17.324133870359656, 231.76485894204416]"
0,972,"[17.366657812196824, -232.3337506081619, -17.366657812196845, 232.3337506081619]"
0,973,"[17.36583161720317, -232.32269764773136, -17.36583161720319, 232.32269764773136]"
0,974,"[17.371010902197565, -232.39198689850312, -17.37101090219759, 232.39198689850312]"
0,975,"[17.38059163707674, -232.52015940539144, -17.380591637076762, 232.52015940539144]"
0,976,"[17.375771355674093, -232.45567295846686, -17.375771355674118, 232.45567295846686]"
0,977,"[17.34513565225337, -232.0458239273391, -17.34513565225339, 232.0458239273391]"
0,978,"[7.191880267818539, -232.74822414526264, -7.191880267818539, 232.74822414526264]"
0,979,"[7.190983741721399, -232.71921019491325, -7.190983741721399, 232.71921019491325]"
0,980,"[7.196227655755062, -232.88891709122615, -7.196227655755062, 232.88891709122615]"
0,981,"[7.193015247193429, -232.78495507293525, -7.193015247193429, 232.78495507293525]"
0,982,"[7.284804116074518, -235.75548509190284, -7.284804116074518, 235.75548509190284]"
0,983,"[7.178591439437365, -232.3181625909109, -7.178591439437365, 232.3181625909109]"
0,984,"[7.180443411189663, -232.3780972839902, -7.180443411189663, 232.3780972839902]"
0,985,"[17.311934371774075, -231.60165222186964, -17.311934371774097, 231.60165222186964]"
0,986,"[17.306706034918797, -231.53170674795257, -17.306706034918818, 231.53170674795257]"
0,987,"[17.314876835863082, -231.6410169473811, -17.314876835863103, 231.6410169473811]"
0,988,"[17.285568086397898, -231.24892010511485, -17.28556808639792, 231.24892010511485]"
0,989,"[17.144029140936723, -229.35539088310048, -17.144029140936745, 229.35539088310048]"
0,990,"[17.15025780178453, -229.4387188412883, -17.15025780178455, 229.4387188412883]"
0,991,"[2.717191713058214, -230.25979643752748, -2.717191713058216, 230.25979643752748]"
0,992,"[2.7203085441174175, -230.52392240323442, -2.72030854411742, 230.52392240323442]"
0,993,"[2.7095766274684774, -229.61448015405716, -2.70957662746848, 229.61448015405716]"
0,994,"[2.7101497654589233, -229.66304891583297, -2.710149765458926, 229.66304891583297]"
0,995,"[2.7108576607459907, -229.72303725744163, -2.710857660745993, 229.72303725744163]"
0,996,"[2.711223115240093, -229.75400653981313, -2.711223115240095, 229.75400653981313]"
0,997,"[2.7087085182976858, -229.54091499485568, -2.708708518297688, 229.54091499485568]"
0,998,"[2.708466707598691, -229.52042351386837, -2.708466707598693, 229.52042351386837]"
0,999,"[2.710387327237976, -229.68318033557165, -2.7103873272379784, 229.68318033557165]"
